6583,40,1,17,1,11/1/2009 0:00
6584,40,1,17,2,12/31/2009 0:00
6585,40,1,17,3,11/1/2009 0:00
6586,40,1,17,5,11/1/2009 0:00
6587,40,1,17,6,12/31/2009 0:00
6588,40,1,14,1,12/31/2009 0:00
6589,40,1,14,2,12/31/2009 0:00
6590,40,1,14,5,12/31/2009 0:00
6591,40,1,14,6,12/31/2009 0:00
6592,40,1,1,1,12/31/2009 0:00
6593,40,1,1,2,1/15/2010 0:00
6594,40,1,1,5,12/31/2009 0:00
6595,40,1,1,6,1/15/2010 0:00
6596,40,1,7,1,1/30/2010 0:00
6597,40,1,7,2,3/1/2010 0:00
6598,40,1,7,5,1/15/2010 0:00
6599,40,1,7,6,2/15/2010 0:00
6600,40,1,3,1,3/1/2010 0:00
6601,40,1,3,2,3/7/2010 0:00
6602,40,1,3,5,2/15/2010 0:00
6603,40,1,3,6,2/21/2010 0:00
6604,40,1,4,1,3/7/2010 0:00
6605,40,1,4,2,3/8/2010 0:00
6606,40,1,4,5,2/21/2010 0:00
6607,40,1,4,6,2/22/2010 0:00
6608,40,2,5,1,3/8/2010 0:00
6609,40,2,5,2,4/7/2010 0:00
6610,40,2,5,5,2/23/2010 0:00
6611,40,2,5,6,3/23/2010 0:00
6612,40,2,17,1,3/8/2010 0:00
6613,40,2,17,2,10/23/2010 0:00
6614,40,2,17,5,2/22/2010 0:00
6615,40,2,17,6,10/1/2010 0:00
6616,40,2,16,1,10/23/2010 0:00
6617,40,2,16,2,10/23/2010 0:00
6618,40,2,16,5,10/1/2010 0:00
6619,40,2,16,6,10/1/2010 0:00
6620,40,2,1,1,10/23/2010 0:00
6621,40,2,1,2,11/23/2010 0:00
6622,40,2,1,5,10/1/2010 0:00
6623,40,2,1,6,11/1/2010 0:00
6624,40,2,7,1,11/30/2010 0:00
6625,40,2,7,2,1/29/2011 0:00
6626,40,2,7,5,11/1/2010 0:00
6627,40,2,7,6,1/2/2011 0:00
6628,40,2,3,1,2/21/2011 0:00
6629,40,2,3,2,3/23/2011 0:00
6630,40,2,3,5,2/2/2011 0:00
6631,40,2,3,6,3/4/2011 0:00
6632,40,2,4,1,3/23/2011 0:00
6633,40,2,4,2,3/30/2011 0:00
6634,40,2,4,5,3/4/2011 0:00
6635,40,2,4,6,3/11/2011 0:00
6636,40,3,11,1,3/30/2011 0:00
6637,40,3,11,2,5/29/2011 0:00
6638,40,3,11,5,3/11/2011 0:00
6639,40,3,11,6,5/11/2011 0:00
6640,40,3,17,1,3/30/2011 0:00
6641,40,3,17,2,8/27/2011 0:00
6642,40,3,17,5,3/11/2011 0:00
6643,40,3,17,6,8/11/2011 0:00
6644,40,3,15,1,8/27/2011 0:00
6645,40,3,15,2,8/27/2011 0:00
6646,40,3,15,5,8/11/2011 0:00
6647,40,3,15,6,8/11/2011 0:00
6648,40,3,1,1,8/27/2011 0:00
6649,40,3,1,2,9/16/2011 0:00
6650,40,3,1,5,8/11/2011 0:00
6651,40,3,1,6,9/1/2011 0:00
6652,40,3,7,1,9/23/2011 0:00
6653,40,3,7,2,10/23/2011 0:00
6654,40,3,7,5,9/1/2011 0:00
6655,40,3,7,6,10/1/2011 0:00
6656,40,3,10,1,10/28/2011 0:00
6657,40,3,10,2,1/26/2012 0:00
6658,40,3,10,5,10/5/2011 0:00
6659,40,3,10,6,1/3/2012 0:00
6660,40,3,2,1,2/2/2012 0:00
6661,40,3,2,2,3/3/2012 0:00
6662,40,3,2,5,1/7/2012 0:00
6663,40,3,2,6,2/6/2012 0:00
6664,40,3,4,1,3/3/2012 0:00
6665,40,3,4,2,3/9/2012 0:00
6666,40,3,4,5,2/6/2012 0:00
6667,40,3,4,6,2/14/2012 0:00
6668,40,4,8,1,3/9/2012 0:00
6669,40,4,8,2,5/8/2012 0:00
6670,40,4,8,5,2/14/2012 0:00
6671,40,4,8,6,4/14/2012 0:00
6672,40,4,17,1,3/9/2012 0:00
6673,40,4,17,2,6/7/2012 0:00
6674,40,4,17,5,2/14/2012 0:00
6675,40,4,17,6,5/14/2012 0:00
6676,40,4,13,1,6/7/2012 0:00
6677,40,4,13,2,6/7/2012 0:00
6678,40,4,13,5,5/14/2012 0:00
6679,40,4,13,6,5/14/2012 0:00
6680,40,4,1,1,6/7/2012 0:00
6681,40,4,1,2,6/27/2012 0:00
6682,40,4,1,5,5/14/2012 0:00
6683,40,4,1,6,6/7/2012 0:00
6684,40,4,7,1,7/4/2012 0:00
6685,40,4,7,2,8/3/2012 0:00
6686,40,4,7,5,6/7/2012 0:00
6687,40,4,7,6,7/7/2012 0:00
6688,40,4,10,1,8/10/2012 0:00
6689,40,4,10,2,11/8/2012 0:00
6690,40,4,10,5,7/14/2012 0:00
6691,40,4,10,6,10/12/2012 0:00
6692,40,4,2,1,11/15/2012 0:00
6693,40,4,2,2,12/15/2012 0:00
6694,40,4,2,5,10/19/2012 0:00
6695,40,4,2,6,11/19/2012 0:00
6696,40,4,4,1,12/15/2012 0:00
6697,40,4,4,2,12/21/2012 0:00
6698,40,4,4,5,11/19/2012 0:00
6699,40,4,4,6,12/21/2012 0:00
6700,25,1,17,1,1/23/2008 0:00
6701,25,1,17,2,4/2/2008 0:00
6702,25,1,17,3,1/23/2008 0:00
6703,25,1,17,4,4/2/2008 0:00
6704,25,1,14,1,4/16/2008 0:00
6705,25,1,14,2,4/16/2008 0:00
6706,25,1,14,3,4/16/2008 0:00
6707,25,1,14,4,4/16/2008 0:00
6708,25,1,1,1,4/16/2008 0:00
6709,25,1,1,2,4/30/2008 0:00
6710,25,1,1,3,4/16/2008 0:00
6711,25,1,1,4,4/30/2008 0:00
6712,25,1,7,1,4/30/2008 0:00
6713,25,1,7,2,6/2/2008 0:00
6714,25,1,7,3,4/30/2008 0:00
6715,25,1,7,4,6/2/2008 0:00
6716,25,1,3,3,4/29/2008 0:00
6717,25,1,3,4,6/2/2008 0:00
6718,25,1,4,1,6/2/2008 0:00
6719,25,1,4,2,6/6/2008 0:00
6720,25,1,4,3,6/2/2008 0:00
6721,25,1,4,4,6/6/2008 0:00
6722,25,1,6,1,6/12/2008 0:00
6723,25,1,6,2,6/12/2008 0:00
6724,25,1,6,3,6/12/2008 0:00
6725,25,1,6,4,6/12/2008 0:00
6726,25,2,5,1,6/6/2008 0:00
6727,25,2,5,2,7/31/2008 0:00
6728,25,2,5,3,6/6/2008 0:00
6729,25,2,5,4,7/31/2008 0:00
6730,25,2,17,1,6/12/2008 0:00
6731,25,2,17,2,3/29/2009 0:00
6732,25,2,16,1,3/29/2009 0:00
6733,25,2,16,2,3/29/2009 0:00
6734,25,2,1,1,3/29/2009 0:00
6735,25,2,1,2,4/14/2009 0:00
6736,25,2,1,3,9/22/2009 0:00
6737,25,2,1,6,12/7/2009 0:00
6738,25,2,7,1,4/28/2009 0:00
6739,25,2,7,2,5/28/2009 0:00
6740,25,2,7,5,12/7/2009 0:00
6741,25,2,7,6,1/6/2010 0:00
6742,25,2,3,1,7/27/2009 0:00
6743,25,2,3,2,8/26/2009 0:00
6744,25,2,3,5,1/6/2010 0:00
6745,25,2,3,6,1/12/2010 0:00
6746,25,2,4,1,8/26/2009 0:00
6747,25,2,4,2,9/2/2009 0:00
6748,25,2,4,5,1/12/2010 0:00
6749,25,2,4,6,1/29/2010 0:00
6750,25,2,12,1,10/17/2009 0:00
6751,25,2,12,2,10/17/2009 0:00
6752,25,2,12,5,2/8/2010 0:00
6753,25,2,12,6,2/8/2010 0:00
6754,25,3,11,1,9/2/2009 0:00
6755,25,3,11,2,11/16/2009 0:00
6756,25,3,11,5,1/29/2010 0:00
6757,25,3,11,6,3/30/2010 0:00
6758,25,3,17,1,10/17/2009 0:00
6759,25,3,17,2,4/5/2010 0:00
6760,25,3,17,5,2/8/2010 0:00
6761,25,3,17,6,6/1/2010 0:00
6762,25,3,15,1,4/5/2010 0:00
6763,25,3,15,2,4/5/2010 0:00
6764,25,3,15,5,6/1/2010 0:00
6765,25,3,15,6,6/1/2010 0:00
6766,25,3,1,1,4/5/2010 0:00
6767,25,3,1,2,4/28/2010 0:00
6768,25,3,1,5,6/1/2010 0:00
6769,25,3,1,6,6/10/2010 0:00
6770,25,3,7,1,5/5/2010 0:00
6771,25,3,7,2,7/4/2010 0:00
6772,25,3,7,5,6/10/2010 0:00
6773,25,3,7,6,6/30/2010 0:00
6774,25,3,10,1,7/4/2010 0:00
6775,25,3,10,2,10/2/2010 0:00
6776,25,3,10,5,6/30/2010 0:00
6777,25,3,10,6,7/30/2010 0:00
6778,25,3,2,1,9/2/2010 0:00
6779,25,3,2,2,10/2/2010 0:00
6780,25,3,2,5,7/30/2010 0:00
6781,25,3,2,6,8/29/2010 0:00
6782,25,3,4,1,10/2/2010 0:00
6783,25,3,4,2,10/9/2010 0:00
6784,25,3,4,5,8/30/2010 0:00
6785,25,3,4,6,9/1/2010 0:00
6786,25,3,9,1,11/23/2010 0:00
6787,25,3,9,2,11/23/2010 0:00
6788,25,3,9,5,10/1/2010 0:00
6789,25,3,9,6,10/1/2010 0:00
6790,25,4,8,1,10/9/2010 0:00
6791,25,4,8,2,12/23/2010 0:00
6792,25,4,8,5,9/1/2010 0:00
6793,25,4,8,6,11/15/2010 0:00
6794,25,4,17,1,11/23/2010 0:00
6795,25,4,17,2,2/3/2011 0:00
6796,25,4,17,5,10/1/2010 0:00
6797,25,4,17,6,12/29/2010 0:00
6798,25,4,13,1,2/3/2011 0:00
6799,25,4,13,2,2/3/2011 0:00
6800,25,4,13,5,12/29/2010 0:00
6801,25,4,13,6,12/29/2010 0:00
6802,25,4,1,1,2/3/2011 0:00
6803,25,4,1,2,2/17/2011 0:00
6804,25,4,1,5,12/29/2010 0:00
6805,25,4,1,6,1/28/2011 0:00
6806,25,4,7,1,2/23/2011 0:00
6807,25,4,7,2,3/25/2011 0:00
6808,25,4,7,5,1/28/2011 0:00
6809,25,4,7,6,2/27/2011 0:00
6810,25,4,10,1,3/25/2011 0:00
6811,25,4,10,2,6/23/2011 0:00
6812,25,4,10,5,2/27/2011 0:00
6813,25,4,10,6,5/28/2011 0:00
6814,25,4,2,1,5/24/2011 0:00
6815,25,4,2,2,6/23/2011 0:00
6816,25,4,2,5,5/28/2011 0:00
6817,25,4,2,6,6/27/2011 0:00
6818,25,4,4,1,6/23/2011 0:00
6819,25,4,4,2,6/30/2011 0:00
6820,25,4,4,5,6/28/2011 0:00
6821,25,4,4,6,6/30/2011 0:00
6822,15,3,17,3,5/1/2009 0:00
6823,15,3,17,4,7/20/2009 0:00
6824,15,3,15,1,5/11/2009 0:00
6825,15,3,15,2,5/11/2009 0:00
6826,15,3,15,3,7/20/2009 0:00
6827,15,3,15,4,7/20/2009 0:00
6828,15,3,1,1,5/11/2009 0:00
6829,15,3,1,2,5/26/2009 0:00
6830,15,3,1,3,7/20/2009 0:00
6831,15,3,1,4,8/20/2009 0:00
6832,15,3,7,1,6/9/2009 0:00
6833,15,3,7,2,7/8/2009 0:00
6834,15,3,7,3,9/18/2009 0:00
6835,15,3,7,6,1/6/2010 0:00
6836,15,3,2,1,7/24/2009 0:00
6837,15,3,2,2,8/24/2009 0:00
6838,15,3,2,5,1/6/2010 0:00
6839,15,3,2,6,1/12/2010 0:00
6840,15,3,4,1,8/24/2009 0:00
6841,15,3,4,2,9/2/2009 0:00
6842,15,3,4,5,1/12/2010 0:00
6843,15,3,4,6,1/29/2010 0:00
6844,15,3,9,1,10/15/2009 0:00
6845,15,3,9,2,10/15/2009 0:00
6846,15,3,9,5,2/5/2010 0:00
6847,15,3,9,6,2/5/2010 0:00
6848,15,4,8,1,9/2/2009 0:00
6849,15,4,8,2,11/2/2009 0:00
6850,15,4,8,5,12/15/2009 0:00
6851,15,4,8,6,2/28/2010 0:00
6852,15,4,17,1,10/15/2009 0:00
6853,15,4,17,2,4/16/2010 0:00
6854,15,4,17,5,2/5/2010 0:00
6855,15,4,17,6,5/11/2010 0:00
6856,15,4,13,1,4/16/2010 0:00
6857,15,4,13,2,4/16/2010 0:00
6858,15,4,13,5,5/11/2010 0:00
6859,15,4,13,6,5/11/2010 0:00
6860,15,4,1,1,4/16/2010 0:00
6861,15,4,1,2,5/10/2010 0:00
6862,15,4,1,5,5/11/2010 0:00
6863,15,4,1,6,6/10/2010 0:00
6864,15,4,7,1,5/25/2010 0:00
6865,15,4,7,2,7/15/2010 0:00
6866,15,4,7,5,6/11/2010 0:00
6867,15,4,7,6,7/11/2010 0:00
6868,15,4,2,1,8/17/2010 0:00
6869,15,4,2,2,9/15/2010 0:00
6870,15,4,2,5,9/14/2010 0:00
6871,15,4,2,6,10/14/2010 0:00
6872,15,4,4,1,9/15/2010 0:00
6873,15,4,4,2,10/1/2010 0:00
6874,15,4,4,5,10/25/2010 0:00
6875,15,4,4,6,10/29/2010 0:00
6876,21,2,17,1,8/24/2009 0:00
6877,21,2,17,2,11/16/2009 0:00
6878,21,2,17,3,8/24/2009 0:00
6879,21,2,17,4,11/16/2009 0:00
6880,21,2,17,5,8/24/2009 0:00
6881,21,2,17,6,11/16/2009 0:00
6882,21,2,16,1,11/16/2009 0:00
6883,21,2,16,2,11/16/2009 0:00
6884,21,2,16,3,11/16/2009 0:00
6885,21,2,16,4,11/16/2009 0:00
6886,21,2,16,5,11/16/2009 0:00
6887,21,2,16,6,11/16/2009 0:00
6888,21,2,1,1,11/16/2009 0:00
6889,21,2,1,2,12/4/2009 0:00
6890,21,2,1,3,11/18/2009 0:00
6891,21,2,1,5,11/16/2009 0:00
6892,21,2,1,6,12/7/2009 0:00
6893,21,2,7,1,12/14/2009 0:00
6894,21,2,7,2,1/15/2010 0:00
6895,21,2,7,5,12/7/2009 0:00
6896,21,2,7,6,1/22/2010 0:00
6897,21,2,3,1,1/18/2010 0:00
6898,21,2,3,2,1/22/2010 0:00
6899,21,2,3,5,1/22/2010 0:00
6900,21,2,3,6,1/26/2010 0:00
6901,21,2,4,1,1/22/2010 0:00
6902,21,2,4,2,2/5/2010 0:00
6903,21,2,4,5,1/26/2010 0:00
6904,21,2,4,6,2/5/2010 0:00
6905,21,3,17,1,2/18/2010 0:00
6906,21,3,17,2,7/19/2010 0:00
6907,21,3,17,5,2/28/2010 0:00
6908,21,3,17,6,7/19/2010 0:00
6909,21,3,15,1,7/19/2010 0:00
6910,21,3,15,2,7/19/2010 0:00
6911,21,3,15,5,7/19/2010 0:00
6912,21,3,15,6,7/19/2010 0:00
6913,21,3,1,1,7/19/2010 0:00
6914,21,3,1,2,7/30/2010 0:00
6915,21,3,1,5,7/19/2010 0:00
6916,21,3,1,6,7/30/2010 0:00
6917,21,3,7,1,8/9/2010 0:00
6918,21,3,7,2,9/10/2010 0:00
6919,21,3,7,5,7/30/2010 0:00
6920,21,3,7,6,8/30/2010 0:00
6921,21,3,10,1,8/12/2010 0:00
6922,21,3,10,2,9/10/2010 0:00
6923,21,3,10,5,8/3/2010 0:00
6924,21,3,10,6,9/3/2010 0:00
6925,21,3,2,1,9/13/2010 0:00
6926,21,3,2,2,9/17/2010 0:00
6927,21,3,2,5,9/6/2010 0:00
6928,21,3,2,6,9/10/2010 0:00
6929,21,3,4,1,9/17/2010 0:00
6930,21,3,4,2,10/1/2010 0:00
6931,21,3,4,5,9/10/2010 0:00
6932,21,3,4,6,9/24/2010 0:00
6933,21,3,9,1,10/28/2010 0:00
6934,21,3,9,2,10/28/2010 0:00
6935,21,3,9,5,10/21/2010 0:00
6936,21,3,9,6,10/21/2010 0:00
6937,21,4,17,1,10/28/2010 0:00
6938,21,4,17,2,3/7/2011 0:00
6939,21,4,17,5,10/21/2010 0:00
6940,21,4,17,6,3/7/2011 0:00
6941,21,4,13,1,3/7/2011 0:00
6942,21,4,13,2,3/7/2011 0:00
6943,21,4,13,5,3/7/2011 0:00
6944,21,4,13,6,3/7/2011 0:00
6945,21,4,1,1,3/7/2011 0:00
6946,21,4,1,2,3/18/2011 0:00
6947,21,4,1,5,3/7/2011 0:00
6948,21,4,1,6,3/18/2011 0:00
6949,21,4,7,1,3/25/2011 0:00
6950,21,4,7,2,4/22/2011 0:00
6951,21,4,7,5,3/18/2011 0:00
6952,21,4,7,6,4/16/2011 0:00
6953,21,4,10,1,3/31/2011 0:00
6954,21,4,10,2,4/22/2011 0:00
6955,21,4,10,5,3/25/2011 0:00
6956,21,4,10,6,4/16/2011 0:00
6957,21,4,2,1,4/25/2011 0:00
6958,21,4,2,2,4/29/2011 0:00
6959,21,4,2,5,4/19/2011 0:00
6960,21,4,2,6,4/23/2011 0:00
6961,21,4,4,1,4/29/2011 0:00
6962,21,4,4,2,5/13/2011 0:00
6963,21,4,4,5,4/23/2011 0:00
6964,21,4,4,6,5/7/2011 0:00
6965,29,1,17,1,4/10/2009 0:00
6966,29,1,17,2,8/8/2009 0:00
6967,29,1,17,3,4/10/2009 0:00
6968,29,1,17,4,8/10/2009 0:00
6969,29,1,14,1,8/8/2009 0:00
6970,29,1,14,2,8/8/2009 0:00
6971,29,1,14,3,8/10/2009 0:00
6972,29,1,14,4,8/10/2009 0:00
6973,29,1,1,1,8/8/2009 0:00
6974,29,1,1,2,9/7/2009 0:00
6975,29,1,1,3,8/27/2009 0:00
6976,29,1,1,4,9/14/2009 0:00
6977,29,1,7,1,9/15/2009 0:00
6978,29,1,7,2,10/15/2009 0:00
6979,29,1,7,3,11/9/2009 0:00
6980,29,1,7,6,12/4/2009 0:00
6981,29,1,3,1,10/16/2009 0:00
6982,29,1,3,2,10/22/2009 0:00
6983,29,1,3,5,12/4/2009 0:00
6984,29,1,3,6,12/8/2009 0:00
6985,29,1,4,1,10/23/2009 0:00
